"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A1301","","A1303","","B1101","","#A06601","","#A06602","","#F01301","","#M0210101","","#M0210201",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_１５歳未満人口【人】","注釈","A1303_６５歳以上人口【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","#A06601_婚姻率（人口千人当たり）【‐】","注釈","#A06602_離婚率（人口千人当たり）【‐】","注釈","#F01301_完全失業率【％】","注釈","#M0210101_仕事の平均時間［有業者・男］【分】","注釈","#M0210201_仕事の平均時間［有業者・女］【分】","注釈"
"1985100000","1985年度","41000","佐賀県","","880,013","","196,114","","114,353","","243,339","","5.70","","1.26","","3.5","","***","","***",""
"1985100000","1985年度","42000","長崎県","","1,593,968","","361,823","","193,605","","411,155","","5.72","","1.45","","4.4","","***","","***",""
"1985100000","1985年度","43000","熊本県","","1,837,747","","389,073","","241,855","","740,763","","5.81","","1.38","","4.0","","***","","***",""
"1985100000","1985年度","44000","大分県","","1,250,214","","266,502","","163,746","","633,718","","5.57","","1.43","","4.0","","***","","***",""
"1985100000","1985年度","45000","宮崎県","","1,175,543","","270,084","","140,747","","773,477","","5.90","","1.69","","4.2","","***","","***",""
"1985100000","1985年度","46000","鹿児島県","","1,819,270","","393,154","","257,638","","916,503","","5.70","","1.42","","4.0","","***","","***",""
"1985100000","1985年度","47000","沖縄県","","1,179,097","","322,523","","101,947","","225,417","","7.24","","2.20","","7.6","","***","","***",""
"1984100000","1984年度","01000","北海道","","5,672,000","","1,247,000","","523,000","","7,852,308","","6.54","","2.33","","***","","***","","***",""
"1984100000","1984年度","02000","青森県","","1,527,000","","358,000","","150,000","","961,717","","6.13","","1.97","","***","","***","","***",""
"1984100000","1984年度","03000","岩手県","","1,433,000","","313,000","","162,000","","1,527,867","","5.39","","1.16","","***","","***","","***",""
"1984100000","1984年度","04000","宮城県","","2,161,000","","486,000","","206,000","","729,162","","6.13","","1.28","","***","","***","","***",""
"1984100000","1984年度","05000","秋田県","","1,255,000","","255,000","","151,000","","1,161,133","","5.49","","1.22","","***","","***","","***",""
"1984100000","1984年度","06000","山形県","","1,260,000","","259,000","","163,000","","932,660","","5.68","","1.00","","***","","***","","***",""
"1984100000","1984年度","07000","福島県","","2,071,000","","472,000","","238,000","","1,378,361","","6.07","","1.20","","***","","***","","***",""
"1984100000","1984年度","08000","茨城県","","2,698,000","","630,000","","266,000","","609,365","","5.99","","1.15","","***","","***","","***",""
"1984100000","1984年度","09000","栃木県","","1,850,000","","435,000","","189,000","","641,379","","6.25","","1.31","","***","","***","","***",""
"1984100000","1984年度","10000","群馬県","","1,908,000","","437,000","","207,000","","635,561","","5.84","","1.24","","***","","***","","***",""
"1984100000","1984年度","11000","埼玉県","","5,784,000","","1,401,000","","398,000","","379,932","","5.71","","1.36","","***","","***","","***",""
"1984100000","1984年度","12000","千葉県","","5,079,000","","1,218,000","","387,000","","514,583","","6.02","","1.42","","***","","***","","***",""
"1984100000","1984年度","13000","東京都","","11,759,000","","2,111,000","","1,006,000","","216,156","","7.07","","1.64","","***","","***","","***",""
"1984100000","1984年度","14000","神奈川県","","7,328,000","","1,615,000","","529,000","","240,172","","6.58","","1.51","","***","","***","","***",""
"1984100000","1984年度","15000","新潟県","","2,474,000","","532,000","","305,000","","1,257,844","","5.34","","0.98","","***","","***","","***",""
"1984100000","1984年度","16000","富山県","","1,116,000","","240,000","","138,000","","425,216","","5.19","","1.07","","***","","***","","***",""
"1984100000","1984年度","17000","石川県","","1,147,000","","259,000","","131,000","","419,734","","5.73","","1.20","","***","","***","","***",""
"1984100000","1984年度","18000","福井県","","813,000","","179,000","","101,000","","419,131","","5.88","","1.11","","***","","***","","***",""
"1984100000","1984年度","19000","山梨県","","826,000","","176,000","","104,000","","446,348","","5.80","","1.13","","***","","***","","***",""
"1984100000","1984年度","20000","長野県","","2,125,000","","455,000","","281,000","","1,358,462","","5.43","","1.03","","***","","***","","***",""
"1984100000","1984年度","21000","岐阜県","","2,017,000","","458,000","","211,000","","1,059,575","","5.70","","1.12","","***","","***","","***",""
"1984100000","1984年度","22000","静岡県","","3,547,000","","815,000","","354,000","","777,308","","6.10","","1.37","","***","","***","","***",""
"1984100000","1984年度","23000","愛知県","","6,401,000","","1,464,000","","524,000","","513,634","","6.43","","1.31","","***","","***","","***",""
"1984100000","1984年度","24000","三重県","","1,737,000","","383,000","","204,000","","577,733","","5.63","","1.16","","***","","***","","***",""
"1984100000","1984年度","25000","滋賀県","","1,141,000","","274,000","","120,000","","401,600","","6.20","","0.95","","***","","***","","***",""
"1984100000","1984年度","26000","京都府","","2,578,000","","542,000","","280,000","","461,289","","5.96","","1.37","","***","","***","","***",""
"1984100000","1984年度","27000","大阪府","","8,632,000","","1,888,000","","686,000","","186,686","","6.54","","1.78","","***","","***","","***",""
"1984100000","1984年度","28000","兵庫県","","5,252,000","","1,176,000","","528,000","","837,722","","6.08","","1.40","","***","","***","","***",""
"1984100000","1984年度","29000","奈良県","","1,290,000","","295,000","","128,000","","369,215","","5.77","","1.23","","***","","***","","***",""
"1984100000","1984年度","30000","和歌山県","","1,088,000","","235,000","","140,000","","472,447","","5.69","","1.59","","***","","***","","***",""
"1984100000","1984年度","31000","鳥取県","","614,000","","132,000","","82,000","","349,269","","5.57","","1.29","","***","","***","","***",""
"1984100000","1984年度","32000","島根県","","793,000","","165,000","","117,000","","662,810","","5.21","","1.00","","***","","***","","***",""
"1984100000","1984年度","33000","岡山県","","1,909,000","","415,000","","241,000","","708,936","","5.76","","1.34","","***","","***","","***",""
"1984100000","1984年度","34000","広島県","","2,807,000","","633,000","","312,000","","846,562","","6.01","","1.31","","***","","***","","***",""
"1984100000","1984年度","35000","山口県","","1,601,000","","342,000","","204,000","","610,468","","5.48","","1.47","","***","","***","","***",""
"1984100000","1984年度","36000","徳島県","","834,000","","171,000","","107,000","","414,520","","5.69","","1.32","","***","","***","","***",""
"1984100000","1984年度","37000","香川県","","1,018,000","","219,000","","130,000","","188,152","","5.59","","1.28","","***","","***","","***",""
"1984100000","1984年度","38000","愛媛県","","1,526,000","","338,000","","191,000","","567,104","","5.62","","1.66","","***","","***","","***",""
"1984100000","1984年度","39000","高知県","","839,000","","172,000","","117,000","","710,708","","5.62","","1.85","","***","","***","","***",""
"1984100000","1984年度","40000","福岡県","","4,697,000","","1,039,000","","478,000","","495,810","","6.44","","2.00","","***","","***","","***",""
"1984100000","1984年度","41000","佐賀県","","878,000","","199,000","","110,000","","243,322","","6.02","","1.35","","***","","***","","***",""
"1984100000","1984年度","42000","長崎県","","1,595,000","","377,000","","187,000","","411,079","","5.94","","1.71","","***","","***","","***",""
"1984100000","1984年度","43000","熊本県","","1,830,000","","393,000","","231,000","","740,744","","6.02","","1.48","","***","","***","","***",""
"1984100000","1984年度","44000","大分県","","1,248,000","","272,000","","157,000","","633,670","","5.63","","1.63","","***","","***","","***",""
"1984100000","1984年度","45000","宮崎県","","1,173,000","","282,000","","134,000","","773,474","","6.01","","1.93","","***","","***","","***",""
"1984100000","1984年度","46000","鹿児島県","","1,814,000","","410,000","","249,000","","916,404","","5.76","","1.52","","***","","***","","***",""
"1984100000","1984年度","47000","沖縄県","","1,161,000","","334,000","","98,000","","225,351","","7.43","","2.25","","***","","***","","***",""
"1983100000","1983年度","01000","北海道","","5,656,000","","1,266,000","","506,000","","7,852,349","","6.75","","2.31","","***","","***","","***",""
"1983100000","1983年度","02000","青森県","","1,528,000","","362,000","","147,000","","961,693","","6.45","","1.99","","***","","***","","***",""
"1983100000","1983年度","03000","岩手県","","1,432,000","","318,000","","159,000","","1,527,842","","5.74","","1.19","","***","","***","","***",""
"1983100000","1983年度","04000","宮城県","","2,144,000","","487,000","","200,000","","729,152","","6.32","","1.37","","***","","***","","***",""
"1983100000","1983年度","05000","秋田県","","1,256,000","","258,000","","146,000","","1,161,120","","5.80","","1.28","","***","","***","","***",""
"1983100000","1983年度","06000","山形県","","1,258,000","","261,000","","159,000","","932,660","","5.77","","1.06","","***","","***","","***",""
"1983100000","1983年度","07000","福島県","","2,061,000","","472,000","","232,000","","1,378,339","","6.28","","1.25","","***","","***","","***",""
"1983100000","1983年度","08000","茨城県","","2,670,000","","635,000","","260,000","","609,365","","6.33","","1.16","","***","","***","","***",""
"1983100000","1983年度","09000","栃木県","","1,835,000","","437,000","","184,000","","641,379","","6.37","","1.31","","***","","***","","***",""
"1983100000","1983年度","10000","群馬県","","1,893,000","","441,000","","202,000","","635,561","","6.11","","1.22","","***","","***","","***",""
"1983100000","1983年度","11000","埼玉県","","5,700,000","","1,429,000","","383,000","","379,932","","5.98","","1.40","","***","","***","","***",""
"1983100000","1983年度","12000","千葉県","","5,005,000","","1,233,000","","374,000","","514,572","","6.29","","1.44","","***","","***","","***",""
"1983100000","1983年度","13000","東京都","","11,700,000","","2,185,000","","980,000","","216,064","","7.36","","1.67","","***","","***","","***",""
"1983100000","1983年度","14000","神奈川県","","7,227,000","","1,648,000","","509,000","","240,118","","6.79","","1.54","","***","","***","","***",""
"1983100000","1983年度","15000","新潟県","","2,469,000","","539,000","","297,000","","1,257,841","","5.67","","1.00","","***","","***","","***",""
"1983100000","1983年度","16000","富山県","","1,113,000","","244,000","","134,000","","425,218","","5.52","","1.12","","***","","***","","***",""
"1983100000","1983年度","17000","石川県","","1,141,000","","263,000","","128,000","","419,730","","5.85","","1.22","","***","","***","","***",""
"1983100000","1983年度","18000","福井県","","809,000","","180,000","","98,000","","419,122","","6.25","","1.16","","***","","***","","***",""
"1983100000","1983年度","19000","山梨県","","820,000","","178,000","","101,000","","446,348","","5.92","","1.12","","***","","***","","***",""
"1983100000","1983年度","20000","長野県","","2,112,000","","460,000","","275,000","","1,358,462","","5.67","","0.97","","***","","***","","***",""
"1983100000","1983年度","21000","岐阜県","","2,004,000","","465,000","","207,000","","1,059,575","","5.81","","1.08","","***","","***","","***",""
"1983100000","1983年度","22000","静岡県","","3,522,000","","824,000","","344,000","","777,302","","6.37","","1.44","","***","","***","","***",""
"1983100000","1983年度","23000","愛知県","","6,353,000","","1,495,000","","511,000","","513,592","","6.59","","1.30","","***","","***","","***",""
"1983100000","1983年度","24000","三重県","","1,728,000","","387,000","","201,000","","577,708","","5.93","","1.22","","***","","***","","***",""
"1983100000","1983年度","25000","滋賀県","","1,127,000","","274,000","","118,000","","401,600","","6.39","","0.96","","***","","***","","***",""
"1983100000","1983年度","26000","京都府","","2,569,000","","554,000","","276,000","","461,289","","6.14","","1.32","","***","","***","","***",""
"1983100000","1983年度","27000","大阪府","","8,588,000","","1,944,000","","672,000","","186,685","","6.72","","1.81","","***","","***","","***",""
"1983100000","1983年度","28000","兵庫県","","5,227,000","","1,196,000","","518,000","","837,606","","6.29","","1.39","","***","","***","","***",""
"1983100000","1983年度","29000","奈良県","","1,273,000","","297,000","","125,000","","369,215","","6.05","","1.15","","***","","***","","***",""
"1983100000","1983年度","30000","和歌山県","","1,090,000","","239,000","","137,000","","472,378","","5.94","","1.58","","***","","***","","***",""
"1983100000","1983年度","31000","鳥取県","","612,000","","132,000","","81,000","","349,265","","5.93","","1.34","","***","","***","","***",""
"1983100000","1983年度","32000","島根県","","790,000","","166,000","","114,000","","662,799","","5.38","","0.97","","***","","***","","***",""
"1983100000","1983年度","33000","岡山県","","1,901,000","","420,000","","238,000","","708,933","","6.00","","1.35","","***","","***","","***",""
"1983100000","1983年度","34000","広島県","","2,793,000","","642,000","","305,000","","846,457","","6.17","","1.37","","***","","***","","***",""
"1983100000","1983年度","35000","山口県","","1,600,000","","348,000","","200,000","","610,360","","5.60","","1.59","","***","","***","","***",""
"1983100000","1983年度","36000","徳島県","","831,000","","173,000","","105,000","","414,520","","5.89","","1.32","","***","","***","","***",""
"1983100000","1983年度","37000","香川県","","1,014,000","","221,000","","128,000","","188,150","","5.73","","1.33","","***","","***","","***",""
"1983100000","1983年度","38000","愛媛県","","1,522,000","","341,000","","188,000","","567,052","","5.89","","1.69","","***","","***","","***",""
"1983100000","1983年度","39000","高知県","","838,000","","174,000","","116,000","","710,703","","5.63","","1.83","","***","","***","","***",""
"1983100000","1983年度","40000","福岡県","","4,667,000","","1,048,000","","467,000","","495,511","","6.65","","1.97","","***","","***","","***",""
"1983100000","1983年度","41000","佐賀県","","876,000","","200,000","","109,000","","243,306","","6.14","","1.34","","***","","***","","***",""
"1983100000","1983年度","42000","長崎県","","1,596,000","","381,000","","183,000","","411,006","","6.11","","1.64","","***","","***","","***",""
"1983100000","1983年度","43000","熊本県","","1,820,000","","394,000","","227,000","","740,729","","6.22","","1.43","","***","","***","","***",""
"1983100000","1983年度","44000","大分県","","1,243,000","","275,000","","155,000","","633,644","","5.83","","1.52","","***","","***","","***",""
"1983100000","1983年度","45000","宮崎県","","1,170,000","","282,000","","131,000","","773,472","","6.32","","1.94","","***","","***","","***",""
"1983100000","1983年度","46000","鹿児島県","","1,807,000","","408,000","","244,000","","916,344","","6.08","","1.48","","***","","***","","***",""
"1983100000","1983年度","47000","沖縄県","","1,146,000","","333,000","","96,000","","225,087","","7.58","","2.28","","***","","***","","***",""
"1982100000","1982年度","01000","北海道","","5,630,000","","1,281,000","","488,000","","7,852,216","","7.04","","2.15","","***","","***","","***",""
"1982100000","1982年度","02000","青森県","","1,527,000","","365,000","","144,000","","961,681","","6.74","","1.79","","***","","***","","***",""
"1982100000","1982年度","03000","岩手県","","1,429,000","","322,000","","154,000","","1,527,817","","5.92","","1.08","","***","","***","","***",""
"1982100000","1982年度","04000","宮城県","","2,125,000","","487,000","","194,000","","729,137","","6.79","","1.20","","***","","***","","***",""
"1982100000","1982年度","05000","秋田県","","1,258,000","","261,000","","142,000","","1,161,120","","5.97","","1.17","","***","","***","","***",""
"1982100000","1982年度","06000","山形県","","1,257,000","","262,000","","155,000","","932,656","","5.88","","0.88","","***","","***","","***",""
"1982100000","1982年度","07000","福島県","","2,052,000","","471,000","","226,000","","1,378,333","","6.41","","1.13","","***","","***","","***",""
"1982100000","1982年度","08000","茨城県","","2,636,000","","636,000","","253,000","","609,365","","6.56","","1.07","","***","","***","","***",""
"1982100000","1982年度","09000","栃木県","","1,822,000","","438,000","","179,000","","641,379","","6.61","","1.14","","***","","***","","***",""
"1982100000","1982年度","10000","群馬県","","1,879,000","","444,000","","196,000","","635,561","","6.30","","1.20","","***","","***","","***",""
"1982100000","1982年度","11000","埼玉県","","5,615,000","","1,450,000","","368,000","","379,932","","6.18","","1.25","","***","","***","","***",""
"1982100000","1982年度","12000","千葉県","","4,923,000","","1,241,000","","360,000","","514,557","","6.52","","1.30","","***","","***","","***",""
"1982100000","1982年度","13000","東京都","","11,650,000","","2,260,000","","953,000","","215,677","","7.53","","1.55","","***","","***","","***",""
"1982100000","1982年度","14000","神奈川県","","7,127,000","","1,676,000","","488,000","","240,066","","7.03","","1.42","","***","","***","","***",""
"1982100000","1982年度","15000","新潟県","","2,465,000","","546,000","","290,000","","1,257,831","","5.77","","0.92","","***","","***","","***",""
"1982100000","1982年度","16000","富山県","","1,110,000","","247,000","","132,000","","425,218","","5.62","","0.99","","***","","***","","***",""
"1982100000","1982年度","17000","石川県","","1,134,000","","265,000","","125,000","","419,728","","6.30","","1.20","","***","","***","","***",""
"1982100000","1982年度","18000","福井県","","803,000","","181,000","","97,000","","419,033","","6.28","","1.06","","***","","***","","***",""
"1982100000","1982年度","19000","山梨県","","813,000","","180,000","","99,000","","446,348","","6.02","","1.03","","***","","***","","***",""
"1982100000","1982年度","20000","長野県","","2,102,000","","465,000","","268,000","","1,358,462","","5.65","","0.93","","***","","***","","***",""
"1982100000","1982年度","21000","岐阜県","","1,990,000","","470,000","","202,000","","1,059,575","","6.04","","0.98","","***","","***","","***",""
"1982100000","1982年度","22000","静岡県","","3,498,000","","832,000","","333,000","","777,298","","6.58","","1.39","","***","","***","","***",""
"1982100000","1982年度","23000","愛知県","","6,309,000","","1,526,000","","496,000","","513,555","","6.82","","1.24","","***","","***","","***",""
"1982100000","1982年度","24000","三重県","","1,716,000","","389,000","","197,000","","577,706","","6.12","","1.05","","***","","***","","***",""
"1982100000","1982年度","25000","滋賀県","","1,112,000","","274,000","","115,000","","401,600","","6.36","","0.87","","***","","***","","***",""
"1982100000","1982年度","26000","京都府","","2,553,000","","564,000","","271,000","","461,288","","6.19","","1.23","","***","","***","","***",""
"1982100000","1982年度","27000","大阪府","","8,543,000","","1,996,000","","654,000","","186,685","","6.84","","1.67","","***","","***","","***",""
"1982100000","1982年度","28000","兵庫県","","5,198,000","","1,214,000","","506,000","","837,515","","6.46","","1.29","","***","","***","","***",""
"1982100000","1982年度","29000","奈良県","","1,254,000","","298,000","","122,000","","369,215","","6.32","","1.08","","***","","***","","***",""
"1982100000","1982年度","30000","和歌山県","","1,090,000","","242,000","","134,000","","472,346","","6.12","","1.46","","***","","***","","***",""
"1982100000","1982年度","31000","鳥取県","","610,000","","132,000","","79,000","","349,265","","6.42","","1.26","","***","","***","","***",""
"1982100000","1982年度","32000","島根県","","790,000","","167,000","","112,000","","662,762","","5.32","","0.82","","***","","***","","***",""
"1982100000","1982年度","33000","岡山県","","1,891,000","","423,000","","234,000","","708,735","","6.09","","1.30","","***","","***","","***",""
"1982100000","1982年度","34000","広島県","","2,777,000","","648,000","","297,000","","846,401","","6.39","","1.28","","***","","***","","***",""
"1982100000","1982年度","35000","山口県","","1,597,000","","353,000","","195,000","","610,260","","5.99","","1.46","","***","","***","","***",""
"1982100000","1982年度","36000","徳島県","","830,000","","174,000","","103,000","","414,520","","6.23","","1.41","","***","","***","","***",""
"1982100000","1982年度","37000","香川県","","1,010,000","","223,000","","125,000","","188,117","","6.30","","1.30","","***","","***","","***",""
"1982100000","1982年度","38000","愛媛県","","1,517,000","","343,000","","183,000","","567,033","","6.02","","1.55","","***","","***","","***",""
"1982100000","1982年度","39000","高知県","","836,000","","175,000","","113,000","","710,695","","5.88","","1.69","","***","","***","","***",""
"1982100000","1982年度","40000","福岡県","","4,632,000","","1,054,000","","454,000","","495,504","","6.99","","1.81","","***","","***","","***",""
"1982100000","1982年度","41000","佐賀県","","873,000","","201,000","","107,000","","243,302","","6.45","","1.31","","***","","***","","***",""
"1982100000","1982年度","42000","長崎県","","1,595,000","","384,000","","179,000","","410,949","","6.31","","1.45","","***","","***","","***",""
"1982100000","1982年度","43000","熊本県","","1,811,000","","395,000","","221,000","","740,676","","6.30","","1.27","","***","","***","","***",""
"1982100000","1982年度","44000","大分県","","1,239,000","","278,000","","151,000","","633,502","","6.11","","1.32","","***","","***","","***",""
"1982100000","1982年度","45000","宮崎県","","1,166,000","","281,000","","128,000","","773,466","","6.60","","1.71","","***","","***","","***",""
"1982100000","1982年度","46000","鹿児島県","","1,801,000","","406,000","","238,000","","916,327","","6.29","","1.31","","***","","***","","***",""
"1982100000","1982年度","47000","沖縄県","","1,132,000","","332,000","","92,000","","225,057","","7.58","","2.15","","***","","***","","***",""
"1981100000","1981年度","01000","北海道","","5,605,000","","1,300,000","","471,000","","7,852,130","","7.01","","2.05","","***","","456","","370",""
"1981100000","1981年度","02000","青森県","","1,526,000","","369,000","","139,000","","961,619","","6.78","","1.67","","***","","471","","399",""
"1981100000","1981年度","03000","岩手県","","1,426,000","","326,000","","149,000","","1,527,803","","6.09","","1.01","","***","","467","","388",""
"1981100000","1981年度","04000","宮城県","","2,104,000","","487,000","","187,000","","729,133","","6.97","","1.12","","***","","430","","349",""
"1981100000","1981年度","05000","秋田県","","1,259,000","","264,000","","138,000","","1,161,136","","6.09","","1.13","","***","","447","","379",""
"1981100000","1981年度","06000","山形県","","1,255,000","","265,000","","151,000","","932,656","","5.80","","0.89","","***","","464","","384",""
"1981100000","1981年度","07000","福島県","","2,043,000","","472,000","","220,000","","1,378,333","","6.42","","1.09","","***","","467","","385",""
"1981100000","1981年度","08000","茨城県","","2,595,000","","638,000","","245,000","","609,347","","6.56","","1.04","","***","","432","","358",""
"1981100000","1981年度","09000","栃木県","","1,807,000","","439,000","","173,000","","641,379","","6.78","","1.12","","***","","422","","337",""
"1981100000","1981年度","10000","群馬県","","1,864,000","","447,000","","190,000","","635,561","","6.28","","1.13","","***","","438","","354",""
"1981100000","1981年度","11000","埼玉県","","5,520,000","","1,467,000","","351,000","","379,932","","6.27","","1.19","","***","","433","","351",""
"1981100000","1981年度","12000","千葉県","","4,834,000","","1,245,000","","345,000","","514,301","","6.64","","1.23","","***","","435","","341",""
"1981100000","1981年度","13000","東京都","","11,626,000","","2,343,000","","925,000","","215,542","","7.52","","1.50","","***","","427","","311",""
"1981100000","1981年度","14000","神奈川県","","7,022,000","","1,702,000","","466,000","","239,952","","7.04","","1.35","","***","","421","","331",""
"1981100000","1981年度","15000","新潟県","","2,459,000","","554,000","","282,000","","1,257,830","","5.81","","0.88","","***","","448","","377",""
"1981100000","1981年度","16000","富山県","","1,106,000","","251,000","","128,000","","425,216","","5.65","","0.99","","***","","453","","359",""
"1981100000","1981年度","17000","石川県","","1,127,000","","268,000","","121,000","","419,693","","6.19","","1.17","","***","","452","","381",""
"1981100000","1981年度","18000","福井県","","798,000","","183,000","","94,000","","418,938","","6.02","","1.04","","***","","460","","390",""
"1981100000","1981年度","19000","山梨県","","809,000","","182,000","","96,000","","446,348","","6.00","","0.99","","***","","443","","354",""
"1981100000","1981年度","20000","長野県","","2,093,000","","470,000","","261,000","","1,358,462","","5.72","","0.87","","***","","445","","351",""
"1981100000","1981年度","21000","岐阜県","","1,975,000","","475,000","","196,000","","1,059,575","","6.12","","0.94","","***","","457","","352",""
"1981100000","1981年度","22000","静岡県","","3,472,000","","839,000","","323,000","","777,295","","6.53","","1.27","","***","","433","","351",""
"1981100000","1981年度","23000","愛知県","","6,266,000","","1,553,000","","480,000","","513,231","","6.69","","1.11","","***","","434","","339",""
"1981100000","1981年度","24000","三重県","","1,702,000","","391,000","","192,000","","577,701","","5.95","","0.97","","***","","439","","359",""
"1981100000","1981年度","25000","滋賀県","","1,097,000","","272,000","","112,000","","401,600","","6.37","","0.86","","***","","453","","371",""
"1981100000","1981年度","26000","京都府","","2,539,000","","574,000","","265,000","","461,284","","6.13","","1.17","","***","","437","","346",""
"1981100000","1981年度","27000","大阪府","","8,509,000","","2,049,000","","635,000","","186,542","","6.75","","1.58","","***","","441","","346",""
"1981100000","1981年度","28000","兵庫県","","5,171,000","","1,230,000","","492,000","","837,443","","6.33","","1.24","","***","","435","","345",""
"1981100000","1981年度","29000","奈良県","","1,233,000","","298,000","","117,000","","369,215","","6.38","","1.05","","***","","428","","342",""
"1981100000","1981年度","30000","和歌山県","","1,088,000","","245,000","","131,000","","472,322","","5.96","","1.36","","***","","442","","351",""
"1981100000","1981年度","31000","鳥取県","","607,000","","132,000","","77,000","","349,235","","6.34","","1.21","","***","","449","","376",""
"1981100000","1981年度","32000","島根県","","787,000","","169,000","","110,000","","662,737","","5.38","","0.83","","***","","457","","378",""
"1981100000","1981年度","33000","岡山県","","1,881,000","","427,000","","229,000","","708,718","","6.13","","1.19","","***","","441","","373",""
"1981100000","1981年度","34000","広島県","","2,761,000","","653,000","","288,000","","846,322","","6.42","","1.18","","***","","454","","367",""
"1981100000","1981年度","35000","山口県","","1,592,000","","357,000","","190,000","","610,204","","5.93","","1.34","","***","","452","","362",""
"1981100000","1981年度","36000","徳島県","","827,000","","176,000","","101,000","","414,525","","6.43","","1.24","","***","","449","","369",""
"1981100000","1981年度","37000","香川県","","1,005,000","","225,000","","123,000","","188,093","","6.13","","1.25","","***","","455","","362",""
"1981100000","1981年度","38000","愛媛県","","1,512,000","","345,000","","179,000","","566,992","","6.22","","1.50","","***","","435","","355",""
"1981100000","1981年度","39000","高知県","","833,000","","176,000","","111,000","","710,682","","6.06","","1.67","","***","","455","","393",""
"1981100000","1981年度","40000","福岡県","","4,594,000","","1,060,000","","441,000","","495,415","","7.05","","1.68","","***","","450","","373",""
"1981100000","1981年度","41000","佐賀県","","869,000","","203,000","","105,000","","243,286","","6.33","","1.11","","***","","456","","374",""
"1981100000","1981年度","42000","長崎県","","1,594,000","","388,000","","174,000","","410,841","","6.40","","1.42","","***","","456","","377",""
"1981100000","1981年度","43000","熊本県","","1,802,000","","398,000","","216,000","","740,646","","6.43","","1.15","","***","","438","","379",""
"1981100000","1981年度","44000","大分県","","1,234,000","","280,000","","148,000","","633,383","","6.07","","1.37","","***","","447","","367",""
"1981100000","1981年度","45000","宮崎県","","1,158,000","","279,000","","124,000","","773,431","","6.88","","1.53","","***","","459","","381",""
"1981100000","1981年度","46000","鹿児島県","","1,794,000","","405,000","","232,000","","916,308","","6.38","","1.25","","***","","447","","362",""
"1981100000","1981年度","47000","沖縄県","","1,119,000","","330,000","","89,000","","224,998","","7.70","","2.01","","***","","441","","372",""
"1980100000","1980年度","01000","北海道","","5,575,989","","1,298,324","","451,727","","7,852,081","","7.21","","1.85","","2.6","","***","","***",""
"1980100000","1980年度","02000","青森県","","1,523,907","","366,454","","134,516","","961,563","","6.83","","1.51","","3.3","","***","","***",""
"1980100000","1980年度","03000","岩手県","","1,421,927","","326,014","","143,400","","1,527,798","","6.09","","0.91","","2.1","","***","","***",""
"1980100000","1980年度","04000","宮城県","","2,082,320","","480,552","","180,689","","729,128","","6.90","","1.04","","2.1","","***","","***",""
"1980100000","1980年度","05000","秋田県","","1,256,745","","263,277","","132,075","","1,161,132","","6.20","","1.05","","2.4","","***","","***",""
"1980100000","1980年度","06000","山形県","","1,251,917","","262,704","","146,593","","932,656","","6.07","","0.79","","1.6","","***","","***",""
"1980100000","1980年度","07000","福島県","","2,035,272","","466,840","","212,704","","1,378,265","","6.31","","1.03","","2.1","","***","","***",""
"1980100000","1980年度","08000","茨城県","","2,558,007","","628,466","","236,485","","609,192","","6.57","","0.91","","1.7","","***","","***",""
"1980100000","1980年度","09000","栃木県","","1,792,201","","433,232","","167,438","","641,379","","6.67","","1.07","","1.8","","***","","***",""
"1980100000","1980年度","10000","群馬県","","1,848,562","","441,548","","184,115","","635,561","","6.26","","1.07","","1.8","","***","","***",""
"1980100000","1980年度","11000","埼玉県","","5,420,480","","1,458,421","","333,874","","379,932","","6.40","","1.09","","2.1","","***","","***",""
"1980100000","1980年度","12000","千葉県","","4,735,424","","1,224,914","","330,188","","514,260","","6.71","","1.15","","2.1","","***","","***",""
"1980100000","1980年度","13000","東京都","","11,618,281","","2,393,687","","894,961","","215,635","","7.57","","1.37","","2.7","","***","","***",""
"1980100000","1980年度","14000","神奈川県","","6,924,348","","1,703,063","","443,048","","239,710","","7.01","","1.28","","2.4","","***","","***",""
"1980100000","1980年度","15000","新潟県","","2,451,357","","552,118","","273,439","","1,257,830","","5.82","","0.80","","1.5","","***","","***",""
"1980100000","1980年度","16000","富山県","","1,103,459","","249,935","","123,407","","425,216","","5.70","","0.92","","1.7","","***","","***",""
"1980100000","1980年度","17000","石川県","","1,119,304","","265,968","","117,580","","419,682","","6.19","","1.13","","1.7","","***","","***",""
"1980100000","1980年度","18000","福井県","","794,354","","181,496","","91,595","","418,938","","5.87","","0.98","","1.6","","***","","***",""
"1980100000","1980年度","19000","山梨県","","804,256","","182,166","","93,338","","446,348","","5.84","","0.97","","1.9","","***","","***",""
"1980100000","1980年度","20000","長野県","","2,083,934","","468,613","","253,120","","1,358,462","","5.29","","0.82","","1.2","","***","","***",""
"1980100000","1980年度","21000","岐阜県","","1,960,107","","470,749","","189,895","","1,059,575","","6.04","","0.88","","1.5","","***","","***",""
"1980100000","1980年度","22000","静岡県","","3,446,804","","832,816","","312,527","","777,264","","6.52","","1.22","","2.0","","***","","***",""
