"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2019年03月08日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A1301","","A1303","","B1101","","#A06601","","#A06602","","#F01301","","#M0210101","","#M0210201",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A1301_１５歳未満人口【人】","注釈","A1303_６５歳以上人口【人】","注釈","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","注釈","#A06601_婚姻率（人口千人当たり）【‐】","注釈","#A06602_離婚率（人口千人当たり）【‐】","注釈","#F01301_完全失業率【％】","注釈","#M0210101_仕事の平均時間［有業者・男］【分】","注釈","#M0210201_仕事の平均時間［有業者・女］【分】","注釈"
"1994100000","1994年度","30000","和歌山県","","1,080,000","","174,000","","190,000","","472,375","","5.74","","1.69","","***","","***","","***",""
"1994100000","1994年度","31000","鳥取県","","614,000","","107,000","","115,000","","350,696","","5.23","","1.39","","***","","***","","***",""
"1994100000","1994年度","32000","島根県","","772,000","","128,000","","163,000","","670,607","","4.59","","1.05","","***","","***","","***",""
"1994100000","1994年度","33000","岡山県","","1,945,000","","320,000","","329,000","","711,081","","5.67","","1.41","","***","","***","","***",""
"1994100000","1994年度","34000","広島県","","2,877,000","","475,000","","444,000","","847,439","","6.04","","1.45","","***","","***","","***",""
"1994100000","1994年度","35000","山口県","","1,559,000","","246,000","","287,000","","610,994","","5.17","","1.43","","***","","***","","***",""
"1994100000","1994年度","36000","徳島県","","830,000","","133,000","","151,000","","414,424","","5.13","","1.33","","***","","***","","***",""
"1994100000","1994年度","37000","香川県","","1,026,000","","164,000","","181,000","","187,510","","5.53","","1.35","","***","","***","","***",""
"1994100000","1994年度","38000","愛媛県","","1,508,000","","246,000","","271,000","","567,459","","5.37","","1.57","","***","","***","","***",""
"1994100000","1994年度","39000","高知県","","817,000","","128,000","","162,000","","710,410","","5.25","","1.77","","***","","***","","***",""
"1994100000","1994年度","40000","福岡県","","4,909,000","","839,000","","710,000","","496,686","","6.07","","1.84","","***","","***","","***",""
"1994100000","1994年度","41000","佐賀県","","883,000","","163,000","","152,000","","243,895","","5.19","","1.34","","***","","***","","***",""
"1994100000","1994年度","42000","長崎県","","1,549,000","","276,000","","265,000","","409,038","","5.28","","1.47","","***","","***","","***",""
"1994100000","1994年度","43000","熊本県","","1,855,000","","327,000","","330,000","","740,216","","5.46","","1.48","","***","","***","","***",""
"1994100000","1994年度","44000","大分県","","1,232,000","","205,000","","222,000","","633,701","","5.40","","1.48","","***","","***","","***",""
"1994100000","1994年度","45000","宮崎県","","1,174,000","","215,000","","196,000","","773,364","","5.52","","1.68","","***","","***","","***",""
"1994100000","1994年度","46000","鹿児島県","","1,791,000","","319,000","","342,000","","918,581","","5.11","","1.44","","***","","***","","***",""
"1994100000","1994年度","47000","沖縄県","","1,262,000","","281,000","","148,000","","226,542","","6.62","","2.25","","***","","***","","***",""
"1993100000","1993年度","01000","北海道","","5,669,000","","940,000","","774,000","","7,841,491","","6.30","","1.94","","***","","***","","***",""
"1993100000","1993年度","02000","青森県","","1,476,000","","260,000","","217,000","","960,617","","5.85","","1.62","","***","","***","","***",""
"1993100000","1993年度","03000","岩手県","","1,417,000","","243,000","","234,000","","1,527,520","","5.21","","1.14","","***","","***","","***",""
"1993100000","1993年度","04000","宮城県","","2,299,000","","410,000","","309,000","","728,446","","5.92","","1.34","","***","","***","","***",""
"1993100000","1993年度","05000","秋田県","","1,217,000","","199,000","","219,000","","1,161,268","","4.93","","1.17","","***","","***","","***",""
"1993100000","1993年度","06000","山形県","","1,256,000","","217,000","","231,000","","932,332","","5.29","","1.07","","***","","***","","***",""
"1993100000","1993年度","07000","福島県","","2,123,000","","390,000","","344,000","","1,378,162","","5.64","","1.22","","***","","***","","***",""
"1993100000","1993年度","08000","茨城県","","2,920,000","","517,000","","385,000","","609,354","","6.00","","1.33","","***","","***","","***",""
"1993100000","1993年度","09000","栃木県","","1,969,000","","352,000","","271,000","","640,828","","6.06","","1.38","","***","","***","","***",""
"1993100000","1993年度","10000","群馬県","","1,990,000","","335,000","","290,000","","636,318","","6.14","","1.31","","***","","***","","***",""
"1993100000","1993年度","11000","埼玉県","","6,640,000","","1,118,000","","618,000","","379,733","","6.93","","1.46","","***","","***","","***",""
"1993100000","1993年度","12000","千葉県","","5,731,000","","954,000","","593,000","","515,584","","6.71","","1.52","","***","","***","","***",""
"1993100000","1993年度","13000","東京都","","11,849,000","","1,644,000","","1,421,000","","218,645","","7.22","","1.78","","***","","***","","***",""
"1993100000","1993年度","14000","神奈川県","","8,166,000","","1,295,000","","825,000","","241,325","","7.63","","1.66","","***","","***","","***",""
"1993100000","1993年度","15000","新潟県","","2,479,000","","423,000","","426,000","","1,258,173","","5.38","","0.97","","***","","***","","***",""
"1993100000","1993年度","16000","富山県","","1,121,000","","177,000","","189,000","","424,615","","5.45","","1.02","","***","","***","","***",""
"1993100000","1993年度","17000","石川県","","1,173,000","","197,000","","179,000","","418,474","","5.73","","1.20","","***","","***","","***",""
"1993100000","1993年度","18000","福井県","","824,000","","144,000","","137,000","","418,838","","5.60","","1.06","","***","","***","","***",""
"1993100000","1993年度","19000","山梨県","","871,000","","148,000","","142,000","","446,537","","6.27","","1.27","","***","","***","","***",""
"1993100000","1993年度","20000","長野県","","2,175,000","","363,000","","390,000","","1,358,522","","5.78","","1.11","","***","","***","","***",""
"1993100000","1993年度","21000","岐阜県","","2,089,000","","358,000","","298,000","","1,059,817","","5.67","","1.10","","***","","***","","***",""
"1993100000","1993年度","22000","静岡県","","3,716,000","","628,000","","513,000","","777,893","","6.23","","1.42","","***","","***","","***",""
"1993100000","1993年度","23000","愛知県","","6,810,000","","1,159,000","","747,000","","514,691","","7.04","","1.37","","***","","***","","***",""
"1993100000","1993年度","24000","三重県","","1,823,000","","307,000","","274,000","","577,452","","5.88","","1.35","","***","","***","","***",""
"1993100000","1993年度","25000","滋賀県","","1,261,000","","235,000","","168,000","","401,736","","6.31","","1.10","","***","","***","","***",""
"1993100000","1993年度","26000","京都府","","2,618,000","","415,000","","363,000","","461,238","","5.98","","1.43","","***","","***","","***",""
"1993100000","1993年度","27000","大阪府","","8,762,000","","1,391,000","","948,000","","189,079","","7.07","","1.91","","***","","***","","***",""
"1993100000","1993年度","28000","兵庫県","","5,457,000","","925,000","","728,000","","838,481","","6.48","","1.49","","***","","***","","***",""
"1993100000","1993年度","29000","奈良県","","1,412,000","","241,000","","181,000","","369,040","","5.94","","1.33","","***","","***","","***",""
"1993100000","1993年度","30000","和歌山県","","1,077,000","","177,000","","183,000","","472,373","","5.74","","1.57","","***","","***","","***",""
"1993100000","1993年度","31000","鳥取県","","614,000","","110,000","","111,000","","350,696","","5.30","","1.32","","***","","***","","***",""
"1993100000","1993年度","32000","島根県","","773,000","","132,000","","158,000","","670,605","","4.71","","1.00","","***","","***","","***",""
"1993100000","1993年度","33000","岡山県","","1,940,000","","326,000","","318,000","","711,074","","5.67","","1.36","","***","","***","","***",""
"1993100000","1993年度","34000","広島県","","2,873,000","","485,000","","427,000","","847,421","","6.13","","1.38","","***","","***","","***",""
"1993100000","1993年度","35000","山口県","","1,561,000","","253,000","","277,000","","610,969","","5.32","","1.43","","***","","***","","***",""
"1993100000","1993年度","36000","徳島県","","831,000","","137,000","","146,000","","414,423","","5.18","","1.25","","***","","***","","***",""
"1993100000","1993年度","37000","香川県","","1,025,000","","168,000","","175,000","","187,507","","5.59","","1.27","","***","","***","","***",""
"1993100000","1993年度","38000","愛媛県","","1,508,000","","253,000","","261,000","","567,436","","5.49","","1.50","","***","","***","","***",""
"1993100000","1993年度","39000","高知県","","817,000","","131,000","","157,000","","710,408","","5.32","","1.77","","***","","***","","***",""
"1993100000","1993年度","40000","福岡県","","4,885,000","","856,000","","680,000","","496,675","","6.19","","1.81","","***","","***","","***",""
"1993100000","1993年度","41000","佐賀県","","880,000","","166,000","","147,000","","243,893","","5.34","","1.25","","***","","***","","***",""
"1993100000","1993年度","42000","長崎県","","1,550,000","","285,000","","256,000","","408,986","","5.58","","1.48","","***","","***","","***",""
"1993100000","1993年度","43000","熊本県","","1,850,000","","334,000","","318,000","","740,202","","5.36","","1.42","","***","","***","","***",""
"1993100000","1993年度","44000","大分県","","1,231,000","","210,000","","214,000","","633,700","","5.51","","1.43","","***","","***","","***",""
"1993100000","1993年度","45000","宮崎県","","1,171,000","","221,000","","189,000","","773,360","","5.46","","1.66","","***","","***","","***",""
"1993100000","1993年度","46000","鹿児島県","","1,788,000","","327,000","","331,000","","918,579","","5.15","","1.42","","***","","***","","***",""
"1993100000","1993年度","47000","沖縄県","","1,250,000","","285,000","","140,000","","226,520","","6.70","","2.17","","***","","***","","***",""
"1992100000","1992年度","01000","北海道","","5,661,000","","971,000","","740,000","","7,841,437","","6.16","","1.85","","***","","***","","***",""
"1992100000","1992年度","02000","青森県","","1,476,000","","268,000","","208,000","","960,602","","5.54","","1.54","","***","","***","","***",""
"1992100000","1992年度","03000","岩手県","","1,416,000","","251,000","","225,000","","1,527,517","","4.94","","1.03","","***","","***","","***",""
"1992100000","1992年度","04000","宮城県","","2,283,000","","420,000","","296,000","","728,444","","5.64","","1.24","","***","","***","","***",""
"1992100000","1992年度","05000","秋田県","","1,220,000","","206,000","","210,000","","1,161,268","","4.76","","1.13","","***","","***","","***",""
"1992100000","1992年度","06000","山形県","","1,257,000","","223,000","","223,000","","932,331","","4.99","","0.94","","***","","***","","***",""
"1992100000","1992年度","07000","福島県","","2,116,000","","400,000","","331,000","","1,378,151","","5.50","","1.17","","***","","***","","***",""
"1992100000","1992年度","08000","茨城県","","2,898,000","","531,000","","370,000","","609,338","","5.76","","1.18","","***","","***","","***",""
"1992100000","1992年度","09000","栃木県","","1,959,000","","361,000","","260,000","","640,828","","5.92","","1.30","","***","","***","","***",""
"1992100000","1992年度","10000","群馬県","","1,984,000","","346,000","","279,000","","636,318","","5.89","","1.26","","***","","***","","***",""
"1992100000","1992年度","11000","埼玉県","","6,567,000","","1,142,000","","589,000","","379,733","","6.58","","1.41","","***","","***","","***",""
"1992100000","1992年度","12000","千葉県","","5,679,000","","980,000","","566,000","","515,578","","6.33","","1.48","","***","","***","","***",""
"1992100000","1992年度","13000","東京都","","11,887,000","","1,680,000","","1,366,000","","218,328","","6.93","","1.70","","***","","***","","***",""
"1992100000","1992年度","14000","神奈川県","","8,116,000","","1,320,000","","785,000","","241,281","","7.30","","1.59","","***","","***","","***",""
"1992100000","1992年度","15000","新潟県","","2,476,000","","435,000","","410,000","","1,258,167","","5.06","","0.91","","***","","***","","***",""
"1992100000","1992年度","16000","富山県","","1,120,000","","182,000","","182,000","","424,614","","5.18","","1.06","","***","","***","","***",""
